Product_Family,Product_Family_Id,Product_Group,Product_Group_id,Product_Name,Product_Name_id,Product_Size,Produt_Type
Scrophulariaceae,1167,Waxleaf Penstemon,3893,Penstemon subglaber Rydb.,2802,Small,Outdoor
Euphorbiaceae,1065,Sharpleaf Silverbush,3364,Phlox glaberrima L.,2803,Large,Outdoor
Flacourtiaceae,1068,Oncoba,3445,Marattia laevis Sm.,2804,Medium,Landscape
Poaceae,1140,Florida Gamagrass,3680,Cladium mariscoides (Muhl.) Torr.,2805,Small,Outdoor
Caprifoliaceae,1038,American Black Elderberry,3239,Rhus glabra L.,2806,Large,Landscape
Orobanchaceae,1126,California Broomrape,3622,Helenium amarum (Raf.) H. Rock var. badium (A. Gray ex S. Watson) Waterf.,2807,Medium,Indoor
Asteraceae,1020,California Helianthella,3063,Achillea ptarmica L.,2808,Small,Landscape
Poaceae,1140,Wedgescale,3716,Castilleja nivea Pennell & Ownbey,2809,Large,Indoor
Poaceae,1140,Wedgescale,3716,Synthyris reniformis (Douglas ex Benth.) Benth. var. cordata A. Gray,2810,Medium,Landscape
Hookeriaceae,1081,Hookeria Moss,3463,Acacia boomanii Maiden,2811,Small,Indoor
Liliaceae,1098,White Fawnlily,3540,Solorinella Anzi,2812,Medium,Outdoor
Scrophulariaceae,1167,Scarlet Bugler,3886,Koeleria vallesiana (Honck.) Gaudin,2813,Large,Landscape
Pottiaceae,1149,Hornschuch's Molendoa Moss,3764,Lupinus arizonicus (S. Watson) S. Watson ssp. sonorensis Christian & D. Dunn,2814,Large,Landscape
Cladoniaceae,1043,Cup Lichen,3273,Cyphelium brachysporum Nadv.,2815,Large,Landscape
Clusiaceae,1044,Sharplobe St. Johnswort,3277,Saltugilia australis (H. Mason & A.D. Grant) L.A. Johnson,2816,Medium,Outdoor
Linaceae,1100,Pale Flax,3545,Eucalyptus botryoides Sm.,2817,Large,Landscape
Trypetheliaceae,1183,Confused Astrothelium Lichen,3917,Lepidium austrinum Small,2818,Small,Outdoor
Sphagnaceae,1172,Lescur's Sphagnum,3905,Phacelia austromontana J.T. Howell,2819,Small,Landscape
Malvaceae,1107,Scarlet Globemallow,3556,Aristida simpliciflora Chapm.,2820,Small,Indoor
Boraginaceae,1025,Parish's Popcornflower,3175,Anulocaulis leiosolenus (Torr.) Standl. var. howardii Spellenb. & Wootten,2821,Medium,Indoor
Zingiberaceae,1194,Mango Ginger,3951,Mentha spicata L.,2822,Large,Landscape
Asteraceae,1020,Arrowleaf Balsamroot,3058,Aralia L.,2823,Small,Outdoor
Anthocerotaceae,1010,Hornwort,3026,Astragalus kentrophyta A. Gray var. danaus (Barneby) Barneby,2824,Small,Indoor
Eriocaulaceae,1064,Smallhead Pipewort,3356,Lysimachia mauritiana Lam.,2825,Small,Landscape
Porpidiaceae,1146,Porpidia Lichen,3757,Roemeria refracta DC.,2826,Large,Outdoor
Cucurbitaceae,1051,California Manroot,3292,Eutrochium maculatum (L.) E.E. Lamont var. bruneri (A. Gray) E.E. Lamont,2827,Medium,Landscape
Papaveraceae,1128,California Poppy,3625,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,2828,Large,Landscape
Liliaceae,1098,Lady Tulip,3527,Ribes divaricatum Douglas,2829,Medium,Indoor
Caryophyllaceae,1039,Apetalous Catchfly,3245,Torilis arvensis (Huds.) Link,2830,Large,Outdoor
Polygonaceae,1143,Goodman's Buckwheat,3741,Arctostaphylos stanfordiana Parry,2831,Large,Outdoor
Liliaceae,1098,Agapanthus,3519,Hygrophila corymbosa (Blume) Lindau,2832,Small,Outdoor
Poaceae,1140,Munnik Fescue,3696,Maianthemum stellatum (L.) Link,2833,Small,Indoor
Oleaceae,1121,Hueso Prieto,3593,Astragalus praelongus Sheldon var. lonchopus Barneby,2834,Small,Outdoor
Fabaceae,1066,Downy Beach Pea,3387,Minuartia L.,2835,Medium,Outdoor
Orchidaceae,1125,Texas Crested Coralroot,3620,Fragaria ×ananassa (Weston) Duchesne ex Rozier (pro sp.),2836,Large,Indoor
Rubiaceae,1161,Munz's Bedstraw,3836,Hippeastrum striatum (Lam.) H.E. Moore,2837,Small,Indoor
Sphagnaceae,1172,Girgensohn's Sphagnum,3904,Diplazium striatum (L.) C. Presl,2838,Medium,Outdoor
Ericaceae,1063,Western Azalea,3355,Pedicularis sudetica Willd. ssp. interior (Hultén) Hultén,2839,Large,Landscape
Asteraceae,1020,Singleflower Knapweed,3132,Eriogonum umbellatum Torr. var. modocense (Greene) S. Stokes,2840,Small,Indoor
Iridaceae,1088,Yellowleaf Iris,3485,Vitis aestivalis Michx. var. aestivalis,2841,Large,Outdoor
Onagraceae,1122,Small Enchanter's Nightshade,3602,Phemeranthus parviflorus (Nutt.) Kiger,2842,Small,Indoor
Boraginaceae,1025,Lija,3170,Phacelia vallis-mortae J. Voss var. heliophila (J.F. Macbr.) J. Voss,2843,Small,Indoor
Flacourtiaceae,1068,Caloncoba,3443,Amberboa moschata (L.) DC.,2844,Large,Outdoor
Orthotrichaceae,1127,Hutchins' Ulota Moss,3624,Hedysarum L.,2845,Medium,Indoor
Linaceae,1100,Asian Flax,3543,Syagrus Mart.,2846,Small,Outdoor
Violaceae,1191,Alakai Swamp Violet,3938,Acer pseudoplatanus L.,2847,Medium,Indoor
Caprifoliaceae,1038,Twinberry Honeysuckle,3244,Heuchera chlorantha Piper,2848,Medium,Landscape
Caryophyllaceae,1039,Peel River Catchfly,3254,Epilobium brachycarpum C. Presl,2849,Medium,Indoor
Verbenaceae,1189,White Vervain,3934,Tamarix dioica Roxb. ex Roth,2850,Small,Indoor
Liliaceae,1098,Texas False Garlic,3538,Rubus audax L.H. Bailey,2851,Small,Landscape
Fagaceae,1067,Hybrid Oak,3440,Lupinus mutabilis Sweet,2852,Small,Landscape
Fabaceae,1066,Florida Hoarypea,3394,Eriophorum virginicum L.,2853,Large,Outdoor
Ruppiaceae,1162,Widgeonweed,3842,Camellia sinensis (L.) Kuntze var. sinensis,2854,Large,Outdoor
Pottiaceae,1149,Convoluted Barbula Moss,3763,Matthiola incana (L.) W.T. Aiton,2855,Small,Outdoor
Cyperaceae,1053,Florida Keys Nutrush,3308,Cyperus polystachyos Rottb. var. texensis (Torr.) Fernald,2856,Large,Outdoor
Hydrophyllaceae,1083,Calthaleaf Phacelia,3469,Symphyotrichum eulae (Shinners) G.L. Nesom,2857,Small,Indoor
Liliaceae,1098,Pinto Triteleia,3532,Hexalectris warnockii Ames & Correll,2858,Small,Landscape
Malvaceae,1107,Musk Okra,3555,Nothoscordum texanum M.E. Jones,2859,Large,Outdoor
Cladoniaceae,1043,Cup Lichen,3273,Opuntia engelmannii Salm-Dyck ex Engelm. var. lindheimeri (Engelm.) Parfitt & Pinkava,2860,Large,Outdoor
Rosaceae,1160,Oldfield Dewberry,3819,Thaumatococcus Benth.,2861,Medium,Landscape
Convolvulaceae,1047,Wright's Morning-glory,3285,Thelidium minimum (A. Massal. ex Körb.) Arnold,2862,Large,Outdoor
Asteraceae,1020,White Prairie Aster,3151,Theobroma angustifolium Moc. & Sessé ex DC.,2863,Large,Indoor
Fabaceae,1066,Florida Milkvetch,3395,Carex macloviana d'Urv.,2864,Small,Outdoor
Dipterocarpaceae,1057,Camphor,3332,Senecio crassulus A. Gray,2865,Small,Landscape
Scrophulariaceae,1167,Chiricahua Mountain Mudwort,3866,Cryptantha crassisepala (Torr. & A. Gray) Greene,2866,Small,Outdoor
Boraginaceae,1025,Manyflowered Stoneseed,3172,Salvia carduacea Benth.,2867,Medium,Indoor
Agavaceae,1003,Twistleaf Yucca,3014,Mitella trifida Graham var. trifida,2868,Medium,Indoor
Poaceae,1140,Woodland Tribisee,3720,Citharexylum tristachyum Turcz.,2869,Large,Outdoor
Asteraceae,1020,Goatsbeard,3090,Elatine triandra Schkuhr,2870,Small,Indoor
Asteraceae,1020,Canada Goldenrod,3064,Packera tridenticulata (Rydb.) W.A. Weber & Á. Löve,2871,Large,Outdoor
Fagaceae,1067,Hybrid Oak,3440,Desmodium sericophyllum Schltdl.,2872,Large,Landscape
Scrophulariaceae,1167,Allegheny Monkeyflower,3863,Amaranthus cannabinus (L.) Sauer,2873,Large,Landscape
Cactaceae,1032,Texas Pricklypear,3224,Malus toringo (Siebold) Siebold ex de Vriese,2874,Large,Landscape
Cactaceae,1032,Smallflower Fishhook Cactus,3223,Tortula subulata Hedw.,2875,Medium,Outdoor
Fabaceae,1066,Sharppod Rushpea,3420,Polemonium foliosissimum A. Gray var. foliosissimum,2876,Medium,Landscape
Ericaceae,1063,Eastwood's Manzanita,3352,Cladonia transcendens (Vain.) Vain.,2877,Large,Outdoor
Asteraceae,1020,Canada Lettuce,3065,Borrichia arborescens (L.) DC.,2878,Medium,Landscape
Oleaceae,1121,Lilac,3594,Tricardia Torr. ex S. Watson,2879,Large,Landscape
Cactaceae,1032,Kingcup Cactus,3218,Tricharia cretacea Vezda,2880,Small,Outdoor
Brassicaceae,1027,Fringepod,3191,Trichodon cylindricus (Hedw.) Schimp.,2881,Medium,Outdoor
Polygalaceae,1142,Smallflower Milkwort,3735,Trichostomum sinaloense (E.B. Bartram) R.H. Zander,2882,Large,Indoor
Verbenaceae,1189,Threespike Fiddlewood,3931,Richardia brasiliensis Gomes,2883,Small,Indoor
Onagraceae,1122,Glaucus Willowherb,3599,Woodsia ×tryonis B. Boivin,2884,Large,Landscape
Campanulaceae,1035,Dane's Blood,3227,Githopsis tenella Morin,2885,Small,Indoor
Rosaceae,1160,Woolly Cinquefoil,3830,Verbena rigida Spreng.,2886,Medium,Indoor
Fabaceae,1066,Twoflower Rattlebox,3428,Saxifraga caespitosa L. ssp. subgemmifera Engl. & Irmsch.,2887,Medium,Indoor
Caryophyllaceae,1039,Porsild's Starwort,3255,Eschscholzia caespitosa Benth.,2888,Medium,Indoor
Fabaceae,1066,Arcane Milkvetch,3369,Chaerophyllum bulbosum L.,2889,Large,Outdoor
Salicaceae,1164,Diamondleaf Willow,3850,Lonicera involucrata (Richardson) Banks ex Spreng. var. involucrata,2890,Small,Landscape
Fabaceae,1066,Alefeld's Pea,3367,Yucca pallida McKelvey,2891,Medium,Indoor
Fagaceae,1067,Hybrid Oak,3440,Crotalaria biflora L.,2892,Small,Indoor
Fagaceae,1067,Hybrid Oak,3440,Astragalus bisulcatus (Hook.) A. Gray var. bisulcatus,2893,Medium,Indoor
Fabaceae,1066,Twogrooved Milkvetch,3429,Heuchera elegans Abrams,2894,Small,Outdoor
Rosaceae,1160,Hybrid Rose,3813,Hedysarum boreale Nutt. ssp. boreale,2895,Large,Indoor
Dryopteridaceae,1060,Duss' Tonguefern,3337,Atriplex cuneata A. Nelson ssp. cuneata,2896,Medium,Landscape
Asteraceae,1020,Dwarf Alpine Hawksbeard,3077,Atriplex cuneata A. Nelson,2897,Medium,Outdoor
Poaceae,1140,Downy Danthonia,3675,Schiedea nuttallii Hook.,2898,Small,Indoor
Bryaceae,1028,Green's Pohlia Moss,3209,Chamaesyce multiformis (Gaudich. ex Hook. & Arn.) Croizat & O. Deg. var. multiformis,2899,Small,Landscape
Poaceae,1140,Wildrye,3718,Wikstroemia sandwicensis Meisn.,2900,Medium,Landscape
Myrtaceae,1117,Southern Mahogany,3583,Clematis viorna L.,2901,Small,Landscape
Violaceae,1191,Hybrid Violet,3942,Senna lindheimeriana (Scheele) Irwin & Barneby,2902,Large,Landscape
Poaceae,1140,Northern Wildrice,3698,Abutilon theophrasti Medik.,2903,Medium,Outdoor
Elatinaceae,1062,Threestamen Waterwort,3348,Houstonia purpurea L. var. calycosa A. Gray,2904,Large,Landscape
Poaceae,1140,Woolly Fingergrass,3721,Verbena ×perriana Moldenke,2905,Medium,Indoor
Caryophyllaceae,1039,Canadian Sandspurry,3249,Bidens campylotheca Sch. Bip.,2906,Large,Indoor
Fabaceae,1066,Dwarf Stickpea,3389,"Lechea maritima Leggett ex Britton, Sterns & Poggenb. var. virginica Hodgdon",2907,Medium,Landscape
Teloschistaceae,1176,Orange Lichen,3909,Virola theiodora (Spruce ex Benth.) Warb.,2908,Small,Landscape
Hydrophyllaceae,1083,Northpark Phacelia,3472,Bastardia viscosa (L.) Kunth,2909,Medium,Landscape
Brassicaceae,1027,Aleutian Draba,3185,Lampranthus vredenbergensis L. Bolus,2910,Small,Landscape
Betulaceae,1023,Asian White Birch,3160,Pritchardia perlmanii C.E. Gemmill,2911,Medium,Indoor
Asteraceae,1020,Singlewhorl Burrobrush,3133,Eriogonum pendulum S. Watson,2912,Medium,Outdoor
Myrtaceae,1117,Coolabah,3573,Phoenicaulis cheiranthoides Nutt.,2913,Medium,Outdoor
Fabaceae,1066,Candelabra Wattle,3379,Symphyotrichum walteri (Alexander) G.L. Nesom,2914,Large,Outdoor
Araliaceae,1014,Flynn's 'ohe,3043,Carex striata Michx. var. brevis L.H. Bailey,2915,Small,Indoor
Crassulaceae,1049,Candleholder Liveforever,3287,Oonopsis wardii (A. Gray) Greene,2916,Medium,Outdoor
Fabaceae,1066,Arctic Locoweed,3370,Oxypolis filiformis (Walter) Britton,2917,Large,Outdoor
Caryophyllaceae,1039,Western Fringed Catchfly,3258,Scrophularia umbrosa Dumort.,2918,Large,Landscape
Cyperaceae,1053,Capitate Sedge,3304,Senecio hydrophilus Nutt.,2919,Medium,Indoor
Caryophyllaceae,1039,Western Pearlwort,3259,Penstemon nitidus Douglas ex Benth. var. nitidus,2920,Large,Landscape
Celastraceae,1040,Schaefferia,3261,Sphenopholis Scribn.,2921,Large,Landscape
Fabaceae,1066,Schaffner's Wattle,3419,Sphenopholis ×pallens (Biehler) Scribn. (pro sp.),2922,Medium,Outdoor
Scrophulariaceae,1167,Granite Hedgehyssop,3872,Rhododendron occidentale (Torr. & A. Gray) A. Gray var. occidentale,2923,Medium,Outdoor
Solanaceae,1170,Downy Desert-thorn,3900,Silene nuda (S. Watson) C.L. Hitchc. & Maguire ssp. nuda,2924,Small,Landscape
Campanulaceae,1035,Downy Lobelia,3228,Sagina decumbens (Elliott) Torr. & A. Gray ssp. occidentalis (S. Watson) Crow,2925,Small,Landscape
Salicaceae,1164,Arctic Willow,3848,Ammoselinum giganteum J.M. Coult. & Rose,2926,Small,Landscape
Zingiberaceae,1194,Cardamom,3950,Eurybia conspicua (Lindl.) G.L. Nesom,2927,Medium,Landscape
Asteraceae,1020,Carelessweed,3066,Symphyotrichum sericeum (Vent.) G.L. Nesom,2928,Large,Outdoor
Linaceae,1100,Laredo Flax,3544,Elodea nuttallii (Planch.) H. St. John,2929,Small,Landscape
Cactaceae,1032,Scheer's Fishhook Cactus,3222,Thinopyrum Á. Löve,2930,Large,Indoor
Lamiaceae,1091,Dwarf False Pennyroyal,3492,Atriplex elegans (Moq.) D. Dietr. var. thornberi M.E. Jones,2931,Medium,Outdoor
Saxifragaceae,1166,Urnflower Alumroot,3861,Saxifraga flagellaris Willd. ex Sternb. ssp. flagellaris Willd. ex Sternb. [excluded],2932,Large,Indoor
Zygophyllaceae,1195,Caribbean Caltrop,3952,Boltonia asteroides (L.) L'Hér. var. asteroides,2933,Large,Outdoor
Mycoporaceae,1114,Mycoporum Lichen,3569,Veratrum album L. ssp. album,2934,Small,Indoor
Cyperaceae,1053,Naked Sedge,3315,Erythronium albidum Nutt.,2935,Small,Indoor
Asteraceae,1020,Narrowleaf Goldenaster,3108,Limnanthes alba Hartw. ex Benth.,2936,Large,Landscape
Nephromataceae,1119,Sipe's Kidney Lichen,3585,Eriogonum gracilipes S. Watson,2937,Small,Landscape
Poaceae,1140,Caribbean Fingergrass,3669,Symphyotrichum falcatum (Lindl.) G.L. Nesom var. commutatum (Torr. & A. Gray) G.L. Nesom,2938,Small,Outdoor
Asteraceae,1020,Arizona Ragwort,3056,Landolphia owariensis P. Beauv.,2939,Large,Outdoor
Asteraceae,1020,Woolly Fleabane,3155,Verbena urticifolia L. var. leiocarpa L.M. Perry & Fernald,2940,Large,Landscape
Campanulaceae,1035,Lobelia,3230,Juncus brachycarpus Engelm.,2941,Large,Landscape
Fabaceae,1066,Notable Wattle,3407,Sphaeralcea munroana (Douglas) Spach ssp. subrhomboidea (Rydb.) Kearney,2942,Medium,Outdoor
Amaranthaceae,1006,Tidalmarsh Amaranth,3018,Ruppia L.,2943,Medium,Indoor
Asteraceae,1020,Chisos Mountain Brickellbush,3071,Cynoglossum virginianum L.,2944,Medium,Outdoor
Rosaceae,1160,Littlehead Horkelia,3815,Dietes grandiflora N.E. Br.,2945,Small,Outdoor
Orchidaceae,1125,Lady's Tresses,3616,Heliconia deflexa G.S. Daniels & F.G. Stiles,2946,Large,Landscape
Typhaceae,1184,Narrowleaf Cattail,3918,Tulipa sylvestris L.,2947,Medium,Outdoor
Dicranaceae,1055,Schimper's Campylopus Moss,3330,Elymus pendulina (Nevski) Tzvel.,2948,Small,Outdoor
Nyctaginaceae,1120,Australasian Catchbirdtree,3586,Arthonia willeyi Tuck.,2949,Small,Outdoor
Amblystegiaceae,1007,Hygrohypnum Moss,3021,Astragalus lentiginosus Douglas ex Hook. var. wilsonii (Greene) Barneby,2950,Large,Indoor
Graphidaceae,1075,Script Lichen,3456,Lolium rigidum Gaudin,2951,Medium,Outdoor
Asteraceae,1020,King's Ragwort,3103,Cyrtandra sessilis H. St. John & Storey,2952,Small,Landscape
Fagaceae,1067,Nuttall Oak,3442,Callirhoe digitata Nutt.,2953,Small,Outdoor
Polygonaceae,1143,Siskiyou Buckwheat,3746,Eriogonum alatum Torr. var. glabriusculum Torr.,2954,Small,Outdoor
Parmeliaceae,1129,Parmelinopsis,3641,Mirabilis alipes (S. Watson) Pilz,2955,Medium,Landscape
Lycopodiaceae,1104,Pennsylvania Clubmoss,3550,Ludwigia decurrens Walter,2956,Large,Landscape
Iridaceae,1088,Dwarf Iris,3483,Krascheninnikovia Guldenstaedt,2957,Large,Landscape
Urticaceae,1187,Pennsylvania Pellitory,3924,"Oenothera wolfii (Munz) P.H. Raven, W. Dietr. & Stubbe",2958,Small,Outdoor
Rosaceae,1160,O'kennon's Hawthorn,3818,Hibiscadelphus woodii D.H. Lorence & W.L. Wagner,2959,Small,Outdoor
Cuscutaceae,1052,Globe Dodder,3299,Dryopteris ×leedsii Wherry,2960,Large,Indoor
Asteraceae,1020,Carolina Elephantsfoot,3067,Lactuca floridana (L.) Gaertn. var. villosa (Jacq.) Cronquist,2961,Medium,Outdoor
Ranunculaceae,1155,Carolina Larkspur,3778,Monolopia gracilens A. Gray,2962,Small,Outdoor
Acanthaceae,1000,Carolina Scalystem,3003,Layia gaillardioides (Hook. & Arn.) DC.,2963,Small,Indoor
Asteraceae,1020,Seaside Nehe,3128,Lasiacis sorghoidea (Desv. ex Ham.) Hitchc. & Chase var. patentiflora (Hitchc. & Chase) Davidse,2964,Small,Outdoor
Marantaceae,1108,Thaumatococcus,3563,Potentilla hippiana Lehm.,2965,Medium,Indoor
Euphorbiaceae,1065,Sebastian-bush,3363,Digitaria eriantha Steud. ssp. pentzii (Stent) Kok,2966,Medium,Landscape
Poaceae,1140,Carpetgrass,3670,Erigeron lanatus Hook.,2967,Small,Landscape
Parmeliaceae,1129,Hypotrachyna Lichen,3636,Senna hirsuta (L.) Irwin & Barneby var. hirsuta,2968,Large,Indoor
Asteraceae,1020,Elliott's Goldenrod,3081,Ipomoea wrightii A. Gray,2969,Large,Indoor
Fabaceae,1066,Copaifera,3383,Thelypodium wrightii A. Gray,2970,Large,Indoor
Cyperaceae,1053,Quebec Sedge,3317,Pertusaria wulfenioides de Lesd.,2971,Medium,Landscape
Poaceae,1140,Pitchfork Crowngrass,3702,Wullschlaegelia Rchb. f.,2972,Medium,Outdoor
Brassicaceae,1027,Southern Pepperwort,3204,Aquilegia flavescens S. Watson,2973,Small,Indoor
Asteraceae,1020,Oneflower Fleabane,3110,Nymphoides peltata (S.G. Gmel.) Kuntze,2974,Small,Landscape
Apiaceae,1011,Western Sandparsley,3036,Castilleja flava S. Watson var. flava,2975,Large,Indoor
Lamiaceae,1091,Smith's Mint,3504,Lysimachia ×producta (A. Gray) Fernald (pro sp.),2976,Large,Outdoor
Fabaceae,1066,Illinois Bundleflower,3400,Astragalus flavus Nutt.,2977,Large,Landscape
Asteraceae,1020,Threetooth Ragwort,3142,Galium verum L.,2978,Large,Outdoor
Hydrophyllaceae,1083,Southern Sierra Phacelia,3474,Anemone ranunculoides L.,2979,Large,Indoor
Campanulaceae,1035,Sheepbit,3233,Eriastrum luteum (Benth.) H. Mason,2980,Small,Indoor
Ramalinaceae,1154,Cartilage Lichen,3775,Holocarpha virgata (A. Gray) D.D. Keck ssp. virgata,2981,Medium,Outdoor
Cyperaceae,1053,Littlehead Nutrush,3313,Iris chrysophylla Howell,2982,Medium,Indoor
Onagraceae,1122,New Mexico Beeblossom,3600,Huperzia taxifolia (Sw.) Trevis.,2983,Large,Outdoor
Asteraceae,1020,Oak Creek Ragwort,3109,Cienfuegosia yucatanensis Millsp.,2984,Small,Indoor
Fabaceae,1066,Ticktrefoil,3427,Luculia intermedia Hutch.,2985,Medium,Outdoor
Brassicaceae,1027,Wright's Thelypody,3207,Catapyrenium zahlbruckneri (Hasse) J.W. Thomson,2986,Small,Outdoor
Aristolochiaceae,1016,Littlebrownjug,3051,Sisyrinchium rosulatum E.P. Bicknell - europe,20281,Large,Outdoor
Poaceae,1140,Littleseed Canarygrass,3689,Isoetes melanospora Engelm. - ,20981,Large,Outdoor
Fagaceae,1067,Interior Live Oak,3441,Quercus macrocarpa Michx. - 12m,21251,Large,Outdoor
Graphidaceae,1075,Elegant Script Lichen,3455,Calystegia macrostegia (Greene) Brummitt ssp. arida (Greene) Brummitt - lei,24501,Small,Outdoor
Fabaceae,1066,Yellow Milkvetch,3434,Isodendrion A. Gray Light,24511,Large,Outdoor
Poaceae,1140,Amazon Sprangletop,3661,Calliergon macounii Karcz.,25161,Large,Landscape
Brassicaceae,1027,Wallflower Phoenicaulis,3206,Penstemon davidsonii Greene var. menziesii (D.D. Keck) Cronquist Asia,25301,Small,Indoor
Araceae,1013,Chinese Taro,3041,Plagiobothrys parishii I.M. Johnst. F21,26091,Large,Landscape
Bryaceae,1028,Bryum Moss,3208,Hieracium glomeratum Froel. Xx,26761,Medium,Indoor
Rosaceae,1160,Quillaja,3821,Rinodina milvina (Wahlenb.) Th. Fr. South Americas,27061,Small,Landscape
Brassicaceae,1027,Park Rockcress,3198,Anulocaulis leiosolenus (Torr.) Standl. var. howardii Spellenb. & Wootten Africa,28211,Large,Landscape
Lauraceae,1092,Canelillo,3509,Oonopsis wardii (A. Gray) Greene g23,29161,Large,Indoor
Hypnaceae,1086,Hypnum Moss,3479,Astragalus lentiginosus Douglas ex Hook. var. wilsonii (Greene) Barneby - fea,29501,Medium,Indoor
